"","value"
"128","<U+274D> 이후 임용 후보자를 원희룡 제주특별자치도지사에게 추천하고, 원희룡 지사는 추천된 후보자 중에서 1명을 최종 임명하게 된다."
"129","■ 제주의료원장 후보자에 대한 당초 1차 모집(5. 25. ∼5. 29.)에서 ‘적격자 없음’으로 결정돼 재공모가 이뤄진 사항으로 현재는 진료부장 직무대행 체제로 운영되고 있는 중이다."
"130","■ 임태봉 보건복지여성국장은“제주의료원장은 지역거점공공병원인 제주의료원 운영 전반을 책임지는 자리로서, 재공모가 이뤄진 만큼 제주의료원을 안정적으로 이끌어 가기 위해 차질 없이 임용절차를 추진할 계획”이라고 말했다."
"131","■ 원희룡 제주특별자치도지사가 23일 오전 국회도서관 소회의실에서 열린 ‘사회안전망 4.0과 기본소득제' 온라인 정책 토론회에 참석해 국민의 역량 강화를 위한 국가의 역할을 강조했다."
"132","■ 원희룡 지사는 이날 축사를 통해 현재를 대전환 대가속의 시기로 규정했다."
"133","■ 원희룡 지사는 “일각에서 21세기가 2020년에 시작되었다고 하지만, 2020년은 21세기가 아니라 새로운 문명시대의 시작일지도 모른다”면서 “팬데믹, 기후변화, 디지털, 인공지능 등 우리는 이미 완전히 다른 세상 속으로 들어와 있는 만큼 대전환, 대가속의 시기에 대응도 달라져야한다”고 말했다."
"134","<U+F06D>○ 아울러 “이를 위한 담대한 발상의 전환이 있어야 한다”며 “개인의 책임, 시장의 기능만이 아니라 국가의 역할이 더 중요해질 수밖에 없다”고 밝혔다."
"135","■ 원희룡 지사는 특히 국가의 역할과 관련해 “국가가 국민을 위해 무엇을 해줄 것인지 묻지 말고, 국민이 나라를 위해 할 수 있는 일이 무엇인지 물어보십시오”라는 케네디의 연설을 인용하며, “대한민국 국민은 나라를 위해 할 일을 다 했다. 이제 국가가 국민을 위해 무엇을 할 것인지 답할 차례”라고 되물었다."
"136","<U+F06D>○ 이어 “지금까지 국민은 국가를 위한 의무를 다해왔고 그 결과 대한민국은 압축 성장으로 세계사의 성공사례가 되었지만, 국민은 청년부터 노인까지 삶의 위험에 처해 있고, 대전환의 불확실함을 마주하고 있다”고 지적했다."
"137","■ 원희룡 지사는 “미래가 어떻게 올지 아무도 자신 있게 말하지 못한다”며 “미래를 예측하는 가장 좋은 방법은 미래를 만드는 것이고, 어떤 미래가 와도 대응할 수 있는 사람을 키우는 것”이라고 강조했다."
"138","<U+F06D>○ 더불어 “국민의 역량을 강화 하는 것, 이것이 대전환의 시기 가장 중요한 국가의 책무”라면서 “자유롭고 공정한 나라, 기회와 안전을 책임 있게 보장하는 사회가 함께 만들고자 하는 미래”라고 설명했다."
"139","■ 원희룡 지사는 “길어진 생애를 반영해 끊임없는 교육을 통해 역동적 발전의 기회가 주어져야 한다”며 “과거 산업사회에서는 1번의 의무교육으로 국가의 역할이 끝나는, 대학입시 한번으로 인생이 좌우되는 시대는 이제 작별해야 한다”라고 말했다."
"140","<U+F06D>○ 이와 함께 “예컨대 20대에 대부분 끝나는 교육과 학습의 시간을 40대와 60대에도 각각 한 번씩 가질 수 있어야 하고, 인생 재도전의 기회가 적어도 3번은 주어지는 사회가 필요하다”면서 “이를 위해 대학이 혁명적으로 바뀌고 초중고 교육도, 보육도 다 바뀌어야 한다”고 덧붙였다."
"141","■ 또한 “기본역량 강화를 위해서는 인간다운 삶을 지키기 위한 기본 보장도 필수적”이라고 주장했다."
"142","<U+F06D>○ 원 지사는 “교육과 소득 보장, 주택과 의료를 비롯한 각종 차별의 해소를 위한 사회경제시스템 전반의 혁신이 함께 이뤄져야한다”며 ‘국민의 역량 강화, 위험 보장, 소득 보장, 자산형성’을 국가의 기본책무(National Basics)로 꼽고 제주의 더 큰 내일센터 사례를 소개하기도 했다."
"143","<U+F06D>○ 제주 더큰내일센터는 청년들이 2년 동안 자기주도적 취·창업 프로그램을 하며 월 150만원 생활비를 보장받는 선취업·후 훈련의 역량강화 및 소득보장의 병행을 기본 취지로 하고 있다."
"144","■ 한편 이날 정책토론회는 사회안전망 4.0 포럼과 제주연구원이 주관하고, 서정숙 미래통합당 국회의원실이 주최했다."
"145","<U+F06D>○ 4차 산업혁명과 신종 코로나바이러스 감염증(코로나19) 팬데믹의 이중 충격을 겪고 있는 우리나라 사회안전망의 문제를 진단하고 미래지향적 사회안전망 구축을 위한 방향을 제시하기 위해 마련됐다."
"146","<U+F06D>○ 장영신 한국사회복지협의회 정책연구실장이 ‘사회안전망, 무엇이 문제인가?’를 주제로 첫 번째 발제를 맡고, 이원재 LAB2050 대표가 ‘기본소득제, 쟁점과 대안’을 주제로 발제했다."
"147","<U+F06D>○ 행사에는 김종인 미래통합당 비대위원장 등 80여명이 함께 참석했다."
"148","<U+F06D>○ 김종인 비대위원장은 이 자리에서 “우리나라가 여러 가지 측면에서 사회안전망을 확대하고 있지만 그 자체가 원활히 작용해서 약자들을 보살피는데 충분하지 못한 것이 현재 여건”이라며 “기본소득의 실현가능성 한계, 이게 무엇인지를 도출해 앞으로 기본소득을 어떤 형태에서 끌고 갈 것인가 하는 방향을 제시해 달라”고 밝히기도 했다."
"149","ㅁ<U+F071> 제주특별자치도는 6월 22일 오후 대통령 직속 자치분권위원회 김순은 위원장을 초청하여 간담회 및 강연을 진행했다고 밝혔다."
"150","ㅁ<U+F071> 간담회는 원희룡 제주특별자치도지사, 김순은 자치분권위원장 및 관계 실국장이 참석한 가운데 백록홀에서 열렸으며, 그동안 제주도정의 코로나19 대응 경과와 자치<U+2027>재정분권에 대한 건의사항에 대한 주제로 의견을 나눴다."
"151","<U+274D> 원희룡 지사는 “코로나19에 대응해 나가면서 지역에 자율성이 부여된다면 더 효과적인 대처가 가능하겠다는 생각을 갖게 되었다”며 “국내선 발열감시 카메라 설치, 민간빅데이터 활용, 확진자 동선공개 등 권한을 요청했던 사례와 함께 향후 새로운 감염병 대처를 위해서 적극적으로 검토해 달라”고 요청했다."
"152","<U+274D> 이에 대해 김순은 자치분권위원장은 “전국 최고수준의 방역을 하고 있는 제주의 건의를 적극 검토하겠다”고 답하며 “제주가 잘 되어야 대한민국이 잘 되는 만큼 제주의 자치<U+2027>재정분권 관련한 현안, 건의사항에 대해 깊은 관심을 갖고 있다”고 밝혔다."
"153","ㅁ<U+F071> 간담회 이후, 3시부터는 도청 탐라홀에서 「포스트 코로나 시대의 자치분권과 균형발전」을 주제로 강연이 이어졌다."
"154","<U+274D> 김순은 자치분권위원장은 강연을 통해 지자체 간의 자유와 평등의 관점에서 자치분권<U+2027>균형발전이 갖는 중요성, 균형발전을 위한 전제조건으로서의 자치분권과 함께 지방일괄이양법 통과, 1단계 재정분권을 통한 지방소비세 확충 등의 성과를 소개했다."
"155","<U+274D> 제주도는 감염병 확산 방지를 위한 생활 속 거리두기를 감안하여 40명 이하로 현장 참여 인원을 제한하는 대신 도정TV로 도내 공직자들이 볼 수 있도록 송출하여 강연의 효과를 높였다."
"156","<U+274D> 한편, 제주도는 포스트 코로나 시대에 대응해 나가기 위한 방안의 일환으로 전문가 초청 강연을 지속적으로 이어나갈 계획이다."
"157","■ 원희룡 제주특별자치도지사가 6월 호국·보훈의 달을 맞아 국가유공자 유족의 자택을 찾고 나라를 위해 목숨을 바친 국가유공자에 대한 감사의 뜻을 직접 전했다."
"158","■ 원희룡 지사는 22일 오후 3시 30분 故김태진 씨와 故김승화 씨의 유족인 오병화 씨의 자택을 위문했다."
"159","<U+274D> 故김태진 씨와 故김승화 씨는 부자관계이며, 오병화 씨는 故김태진 씨의 부인이다."
"160","<U+274D> 오병화 씨의 남편은 6·25참전 중 전사했으며, 아들은 베트남 전쟁에 참전하여 입은 부상으로 장기투병 중 지난 2017년 1월 9일 유명을 달리했다."
"161","■ 원희룡 지사는 “건강한 모습을 뵈니 마음이 놓인다”는 말과 함께 절로써 안부 인사를 여쭈며 나라를 위해 목숨을 바친 국가 유공자의 유가족에 대한 예를 갖췄고, 오병화씨는 이에 대해 “와주셔서 너무 고맙다”는 말로 답했다."
"162","<U+274D> 원희룡 지사는 국가유공자와 유공자 가족에 대한 불편함이 없도록 최선을 다하겠다는 뜻을 밝혔고, 특히 코로나19로 경로당 운영이 중단되었다는 유족의 불편사항을 청취한 후에는 “코로나19 대응에 만전을 기하고 조기 극복하여 경로당이 다시 운영될 수 있도록 최선을 다하겠다”고 답하기도 했다."
"163","■<U+00A0>제주특별자치도는 22일 오전 원희룡 제주특별자치도 도지사 주재로 긴급현안회의를 열어 △코로나19 방역 추진상황 및 대유행에 따른 향후 대응방안 △세출예산 지출 조정계획 △2020년 상반기 조직개편 추진에 대해 논의했다."
"164","■<U+00A0>회의에서는 방역의료 인력의 집중근무에 따른 소진(번아웃)문제 예방을 위한 특별명령 및 지원방안, 시설<U+2024>장비 확충 등이 중점 논의됐다."
"165","○ 원희룡 지사는 “특히 의료 인력은 대체 불가한 만큼 선제적으로 대책을 마련해 과감하게 시행할 것”과 이에 따른 도지사 특별명령을 준비할 것을 지시했다."
"166","- 특히 보건환경 연구원에는 타 기관 및 부서의 인력을 전환 배치해 미리 훈련하고, 호흡을 맞춰볼 수 있도록 실행방법을 강구토록 했다."
"167","○ 더불어 “전력 보충을 지원하기 위해 힐링키트 등을 마련해 소진상태의 방역인력 등에게 제공하되, 필요하다면 교육 현장에도 제공하라”며 “업무소관이 아닌 방역체계소진에 방점을 맞출 것”을 강조했다."
"168","■<U+00A0>원희룡 지사는 “정부의 기조에 마냥 따라가서는 안 된다”며 “2차 유행에 따라 코로나와 함께 생활과 생업을 유지해야 하는 상황도 배제할 수 없는 만큼, 집단면역 체계를 비롯한 근본적인 방역 모델을 전문가들과 심도 높게 미리미리 검토하라”고 당부했다."
"169","○ 특히 △ 간호<U+2027>보건인력 충원 및 양성 △시설<U+2024>장비 등의 보충 △전 도민 무료 독감접종의 차질 없는 진행을 위한 물량확보를 비롯해 △입도객 관리를 위한 개인정보 침해 없는 입도객 방문증 시스템 개발 등의 대책을 지속적으로 강구토록 요청했다."
"170","○ 세출예산 조정과 관련해 원희룡 지사는 “외부 재정 전문가들까지 참여해 정책적, 정무적으로 감안한 결과이지만, 경직되게 판단하면 안된다”며 “현장 실정을 잘 반영해야 하며 특히 문화 예술 분야에 있어서는 충분히 대화할 것”을 당부했다."
"171","○ 제주도는 세출예산 지출 조정계획과 관련해서는 문화예술 및 관광부문 등 관련 단체의 의견 수렴 필요성이 있는 만큼 e-호조 입력기한을 오는 6월 26일 저녁 6시까지로 연기하기로 했다."
"172","■<U+00A0>한편 제주도는 제주여행 중 증상이 있었음에도 불구하고 검사를 받지 않고 일정을 강행한 안산시민 A씨에 대해 손해배상 소송을 진행할 예정이다."
