"","value"
"139","<U+2751> 원희룡 지사는 “지난 5년간의 경험에 비춰볼 때 ‘적절한 인사와 권한의 위임’, ‘민간중심, 현장중심 행정’, ‘위기관리’라는 3가지 역할이 최고 권한 책임자에게 필요하다”고 설명했다."
"140","<U+274D> 원 지사는 “나쁜 리더는 매 맞는 일은 넘기고, 좋은 소리만 듣는다”며 “리더가 나서서 매를 맞고 무한책임을 보여줘야 위임된 권한도 잘 쓰여진다”고 말했다."
"141","<U+274D> 두 번째로 강조한 ‘민간중심, 현장중심 행정’에 대해서는 조직의 관심을 민간과 현장으로 집중되도록 했을 때, 관료주의에 안주하지 않는다고 설명했다."
"142","<U+274D> 원 지사는 “위기관리를 위해서는 직접, 초기에 현장을 중심으로 나서고, 칸막이를 넘어야 한다”고 덧붙이기도 했다."
"143","<U+2751> 원희룡 지사는 도지사로서 여러 가지 힘든 경험들이 많았지만, “가장 힘들고 어려운 것은 갈등”이라고 말했다."
"144","<U+274D> 원 지사는 “제주에는 경제성장을 위한 개발 및 투자와 제주다움을 지키자는 환경보전의 두 가지 가치가 충돌하며 갈등을 빚고 있다”면서 제주 제2공항, 폐기물 처리장, 하수처리시설 등을 언급했다."
"145","<U+274D> 정반대의 생각, 이해관계로 충돌하는 모습들을 보면서 진정한 소통과 갈등조정에 대한 고민을 토로하면서도, 한편으로는 “의견은 충분히 수렴하되, 무한 책임 가지고 해야 할 것은 반드시 집행해 나가겠다”고 입장을 밝혔다."
"146","<U+2751> 원희룡 제주특별자치도지사가 오는 26일 제주칼호텔에서 개최되는 제4회 플러스포럼에서 ‘제주도의 환경정책과 비전’에 대해 강연한다."
"147","<U+00A0><U+274D> 제4회 플러스포럼은 ‘지구와 삶터를 지키는 자립형 자원순환 도시 조성 전략’을 대주제로, ‘지속가능한 제주와 폐기물 자원순환’을 부제로 개최된다."
"148","<U+00A0><U+274D> 제주의 핵심 가치인 ‘청정과 공존’을 위해 지혜를 모으고 공유하는 장이 될 전망이다."
"149","<U+2751> 원희룡 지사는 강연에서 ‘웰니스의 섬’ 제주의 청정 자연을 지키는 일이 도민 행복과 제주의 미래와 긴밀하게 연결된다는 점을 강조한다."
"150","<U+00A0><U+274D> 또한, 제주의 푸른 하늘과 맑은 공기, 깨끗한 물을 지키기 위한 카본프리2030 프로젝트, 미세먼지 저감, 제주형 통합 물관리 정책에 대해 설명하고, 숲속의 제주를 만들기 위한 500만 그루 나무심기 운동을 소개할 예정이다."
"151","<U+2751> 한편, 제4회 플러스포럼에서는 정부의 자립형 자원순환도시 전략과 아·태지역 자립형 자원순환도시(섬) 추진 전략 및 협력 방안, 폐기물 자원순환 선진사례, 제주지역 폐기물 처리 개선방안과 향후 전략 등에 대한 강연 및 주제발표가 예정돼 있다."
"152","■ 제주도내 대학생 630여 명이 해외로 향한다."
"153","*참여대학: 제주대, 제주관광대, 제주국제대, 한국폴리텍대"
"154","■ 제주특별자치도는 21일 제주대학교 아라 컨벤션홀 대회의실에서 ‘제4기 대학생 해외대학 연수 발대식’을 개최했다."
"155","■ 전국 최대 규모로 시행되는 ‘대학생 해외대학 연수 지원사업’은 어학능력 향상뿐만 아니라, 글로벌 마인드 함양을 목표로 학점취득과 연계한 해외대학 연수를 지원하는 사업이다."
"156","<U+274D> 제주특별자치도는 올해 1차로 8개국·30개교·531명의 학생을 선발했으며, 추후 2차로 동계 프로그램 학생 100여 명을 선발할 계획이다."
"157","* 2016년 9개국·17개교·143명, 2017년 8개국·19개교·223명, 2018년 9개국·25개교·607명"
"158","* 파견국가: 미국, 일본, 캐나다, 호주, 뉴질랜드, 대만, 중국, 필리핀"
"159","<U+274D> 특히, 올해부터는 소득 3분위* 이하 학생들의 연수 참여를 사업비 기준 60% 이상으로 확대해 경제적 여건 등을 이유로 해외연수의 기회를 갖지 못하는 학생들을 위한 지원을 강화했다."
"160","* 소득분위: 소득분위는 통계청이 우리나라 전체 가구를 분기 소득수준에 따라 10%씩 10단계로 나눈 지표를 말하며, 1분위가 소득수준이 가장 낮고 위로 올라갈수록 높아진다."
"161","<U+274D> 6월말 여름방학을 활용한 하계 단기(4~6주) 프로그램을 시작으로, 2학기 장기(15~20주) 프로그램까지 순차 파견된다."
"162","■ 주요 프로그램으로는 어학교육, 심화전공수업, 문화체험, 봉사활동, 산업체 견학 등을 진행하고, 모든 참가 학생들에게 항공료와 학비가 지원된다. 소득 3분위 이하 학생은 숙박비·보험료·비자발급비·현지교통비를 추가로 지원할 방침이다."
"163","■ 원희룡 제주특별자치도지사는 이날 발대식에서 “제주도민 전체들의 뜻을 모아 마련된 소중한 기회를 마음껏 경험하고 부딪혀 보길 바란다”고 전했다."
"164","■ 원희룡 지사는 특히, “학생들에게 가장 좋은 명문대는 ‘들이대’”라면서 “모두가 아직 서툴고 부족하지만 적극적인 도전정신이 대학생들과 청년들에게 길을 열어줄 것”이라고 강조했다."
"165","<U+274D> 또한, “제주도가 전 세계와 비교했을 때 뒤처지는 것은 하나도 없다”면서 “해외에서 낯선 여행자로써 관찰만 하는 것이 아니라, 해외에 있는 학생들의 일상생활로 들어가 젊은이들의 다양한 고민들을 많이 부딪치면서 느낀 경험들을 가지고 오길 바란다”고 당부했다."
"166","■ 원희룡 지사는 끝으로, “머릿속에 그린 물음표와 느낌표를 많이 가져온다면 여러분들 인생에 큰 자본으로 남을 것”이라고 말했다."
"167","<U+F071> 원희룡 제주특별자치도지사는 21일 “지역사회 통합돌봄 사업이 발전하면 제주도는 더 나아가 제주형 통합복지 하나로 체계로 가려고 한다”고 밝혔다."
"168","<U+F071> 원희룡 지사는 이날 오후 제주시청 1별관 회의실에서 열린 ‘지역사회 통합돌봄 선도사업 추진 출범식’에서 격려사를 통해 이같이 말했다."
"169","<U+F071> 원희룡 지사는 “지역사회 통합돌봄 사업을 추진하면서 수요자들이 만족하고 좋았던 것은 확산시키고, 미처 준비하지 못한 부분은 보완해 나간다면 제주는 앞서가는 복지체계를 갖추게 될 것”이라고 전했다."
"170","<U+F06D> 원희룡 지사는 이어, “통합돌봄 사업을 시행하면 앞으로 공공일자리를 많이 늘려야 한다고 생각한다”면서 “사회복지사도 많이 채용해야 하고, 일선 수요자들과 고객들 가까이에서 통합적으로 안내하고 뒷받침할 수 있는 돌봄인력, 관리인력을 많이 필요로 한다. 진행과정에서의 경험들과 문제점들을 도의회와 의논할 것”이라며 도의회의 협조도 구했다."
"171","<U+F06D> 원희룡 지사는 그러면서, “시설은 돌봐야 하는 사람들에게 집중하고, 당사자는 자립의 보람을 느끼고, 가족들은 부양의 부담을 덜고, 사회복지 종사자들은 제대로 된 예산과 제도적인 뒷받침을 할 수 있도록 관련기관들이 머리를 맞대고 모범적인 제도로 만들어 나가야 한다”고 강조했다."
"172","<U+F071> ‘지역사회 통합돌봄’은 살던 곳에 거주하면서 개개인의 욕구에 맞는 서비스를 누리고 지역사회와 어울려 살아갈 수 있도록 주거, 보건의료, 요양, 돌봄, 독립생활 지원이 통합적으로 확보되는 지역주도형 사회 서비스이다."
"173","<U+F06D> 제주도와 제주시는 제주지역 실정에 맞는 지역사회 통합 돌봄 모델을 개발하기 위해 이달부터 ▲개인별 맞춤형 통합돌봄 욕구조사 사업 ▲맞춤형 인프라 구축 통합 돌봄 센터 운영 ▲장애인 24시간 긴급돌봄센터 운영 사업 ▲주거안심 생활지원 사업 ▲장애인 지역사회중심 재활시설 운영 사업 등 총 12개의 선도사업을 본격 추진한다."
"174","■<U+00A0>제주형 일자리창출의 컨트롤타워 역할을 수행할 ‘일자리혁신위원회’가 21일 출범했다."
"175","■<U+00A0>원희룡 제주특별자치도지사는 이날 오후 2시 제주도청 본관 2층 삼다홀에서 ‘제주특별자치도 일자리혁신위원회 출범회의’를 주재하며 “중소기업의 투자 촉진과 활력 회복으로 좋은 일자리를 창출하는데 집중하고, 미래 신산업을 새로운 성장 동력으로 육성해야 한다”고 강조했다."
"176","<U+274D> 원희룡 지사는 “올해 도정 최우선 과제는 일자리와 민생경제로 오는 2022년까지 일자리 정책 로드맵을 수립해 청년의 취업, 중소기업의 고용을 늘리고자 하는 다양한 지원을 펼치고 있다”고 말했다."
"177","<U+274D> 특히 “대기업이 없는 제주의 산업 구조로 공공 부문에서 직접 지원하는 일자리 예산을 확대하고 청년 일자리 조기 채용, 공공사업에 따른 복지형 일자리 정책 등을 추진하고 있다”며 “공공부문이 할 수 있는 일에 대해서는 전력을 다해 가급적 조기 집행하기 위해 제주도는 노력중이지만 일자리는 공공만으로 해나갈 수 없기 때문에 중소기업의 고용, 청년 중심의 취·창업을 구조적으로 활성화하기 위한 대책들도 꾸준히 마련하고 있다”고 설명했다."
"178","<U+274D> 이어 “도정은 일자리 창출 마중물 역할을 수행하고 기업이 필요로 하는 맞춤형 인력 육성의 산실이 될 ‘제주 더 큰 내일센터’를 9월 개소를 목표로 추진중”이라고도 덧붙였다."
"179","<U+274D> 원 지사는 “일자리 혁신위원회가 제주의 현실에 맞는 여러 가지 문제들을 진단하면서 실천 가능하고, 중장기적인 지속성을 내다보면서 많은 아이디어와 사업들을 제시하고 지원하고 지적하는 역할을 든든히 해주길 바란다”고 당부했다."
"180","■<U+00A0>일자리혁신위원회는 제주형 일자리 정책·혁신 및 창출 지원에 관한 사항 등을 심의하고 일자리 창출과 일자리 질을 개선하기 위해 마련됐다."
"181","<U+274D> 도에서는 지난 2017년 3월부터 ‘일자리창출위원회’를 구성ㆍ운영해왔으며, 올해 4월에는 일자리 창출 지원에 관한 조례 개정을 통해 ‘일자리혁신위원회’로 명칭을 변경하고 명확한 기능과 역할 부여로 운영을 강화하는 근거를 마련했다."
"182","<U+274D> 도지사를 위원장으로 하고 있으며 도내외 고용전문가, 사회적 경제 대표, 경영ㆍ경제ㆍ노동계 대표 및 전문가 등 총27명으로 구성됐다."
"183","<U+274D> 이들은 도 일자리정책에 자문기구로서의 역할 수행에서 더 나아가 일자리 정책ㆍ혁신 및 창출 지원에 관한 전반을 심의하고 다양한 일자리를 만들어가기 위한 실무적인 컨트롤타워로서의 역할을 수행할 방침이다."
"184","■<U+00A0>한편 이날 회의에서는 민선7기 일자리정책 로드맵 추진 상황에 대한 공유가 이뤄졌으며, 일자리혁신위원회가 관계부서 등과 협업해 이행사항을 점검하고 향후 여건 변화에 따라 정책 과제를 추가ㆍ보완해 나간다는 방향을 설정했다."
"185","<U+274D> 일자리 혁신방안 등에 대한 의제를 능동적으로 발굴ㆍ토론하고 이를 전체 위원회에 상정해 심의ㆍ의결함으로써 더욱 빠르게 정책화할 수 있도록 10명 이내의 운영위원회를 별도로 구성하고, 의제를 정책화하기 위한 일자리혁신워킹그룹을 월 1회 이상 운영하기로 의결했다."
"186","<U+274D> 양석하 제주특별자치도 일자리과장은 “일자리혁신위원회를 통해 좋은 일자리 창출을 위한 아이디어를 발굴하는 한편, 정책 반영과 예산확보 등 일자리 창출을 구체화하는데 더욱 노력하겠다”고 전했다."
